delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
193079-1541273-80373-1959037-750596-907327-55356-204820,26043-112299-37171-1080843-24367-34096-13476-44647,3491-16954-8731-155174-28448-26076-21803-6163,4451-75070-5989-57777-4561-15043-4357-2399,3381-35794-2341-135034-6503-18446-5265-9814,5617-24442-6164-154445-11943-67194-11580-9976,14903-26580-9367-267800-6338-62016-13715-4385,3452-19107-2504-42052-3808-22098-14610-4148,easy,no
2434157-525787-364755-764910-278545-1962400-896119-112539,628166-430534-126479-111499-22933-378777-36444-22470,113970-10353-12470-65266-29528-54712-4353-4124,62680-27385-3434-41468-5714-54821-4223-6325,13263-16566-6087-26246-10523-21803-7227-3353,46984-33889-10851-103479-27722-60318-48626-7091,90214-37370-14754-24059-15395-28227-8179-3228,22093-24423-9270-26780-6255-38053-4313-4652,easy,yes
100220-309702-1673316-285360-192036-121820-1190164-266457,61317-146418-68999-58490-35329-7832-21393-63869,16901-17158-5480-3918-5525-7011-27413-3231,3792-13772-12725-6558-9497-1448-14843-5978,4040-12477-6395-12209-4404-2211-3542-5154,11092-21562-7169-13934-28248-4527-20926-9746,3416-16944-3768-7028-12175-2603-6889-14372,3947-8859-2854-3925-8348-1770-9253-6963,easy,yes
1232263-574631-786842-1512399-2084298-1244373-22616-80202,437112-552553-105256-41934-54372-142088-9251-19387,466450-40504-21997-17968-5068-10188-3298-13064,29448-55593-3350-8781-2320-3962-1827-1598,40350-31756-13298-10349-3230-11136-1235-8714,140292-23729-14098-26689-9970-11164-1737-13317,55599-83540-14605-13480-3938-7752-1401-8850,89529-27149-10723-16172-4201-16745-1418-6572,easy,no
108173-193346-673123-270593-425693-76215-1673158-97640,54870-12973-761521-36573-19589-25033-260657-39878,14918-7963-44443-288-9207-9791-26212-10469,23343-1558-16082-2576-1026-4918-11562-12168,21429-1729-11556-2639-1550-6458-45200-3224,37231-4387-64186-2270-2786-16280-55170-11213,23288-1854-71264-1874-3008-5215-83518-13609,42539-1122-29445-1679-1384-3881-72997-7130,difficult,yes
98651-1142911-1032071-19627-265453-154453-93168-291250,76796-97839-33216-9544-43793-25197-68894-93238,6943-93589-11878-4367-53650-2877-9583-9171,3326-10781-12447-5265-4574-4743-7742-21226,6966-15492-1668-4522-3785-5165-9026-23994,16274-101808-25129-13541-11495-8367-12596-67623,5812-34211-42791-6940-17033-8966-12781-34885,4667-22659-6046-9666-5582-7355-5117-62629,easy,yes
319776-540650-279152-261093-429369-234922-22705-45655,74399-105636-92748-17782-33659-30483-26845-48505,3795-17640-22497-7500-80321-8445-4431-6252,3604-15365-3966-1830-72806-3056-3486-3790,5631-14846-9682-8158-25407-2340-3077-1561,19138-15140-30785-18665-53596-3395-12933-4472,18975-17500-9943-9772-35637-5574-11497-2678,7896-10141-9557-4334-13012-4378-8143-2497,easy,yes
146629-225942-1601747-965441-1946914-643305-44375-479359,158037-110202-182553-94187-191646-62522-14294-80422,19132-33403-12860-51219-28188-30665-2869-9298,4771-5323-137582-35885-20026-17649-625-17442,6693-3608-67050-6064-33522-9761-927-23629,26769-11343-74506-29242-60193-18824-1847-17658,46229-25509-124570-10729-71210-13305-4688-52779,11654-5006-68495-9691-32797-13449-1634-17825,easy,yes
1556298-68755-740885-218739-87211-328807-1112036-1281119,31086-18963-204001-45802-61847-61817-593157-18537,5906-18162-7224-4311-2835-2127-112321-11499,3605-8387-17326-1321-3310-4367-108943-11715,4730-2961-9378-2589-2467-12933-23719-9853,39869-15307-29689-3650-4129-17418-100907-6066,10201-9188-15942-8603-3751-16526-55046-9097,3180-6330-20111-3262-2727-12136-63236-6445,difficult,yes
73746-452944-70432-639143-1707817-884271-79602-56933,55120-74503-168790-728111-1135494-192002-17720-34467,6236-10010-46140-199348-151591-25338-28191-543,4228-29661-12979-65219-20135-15294-2731-3162,2808-3449-18791-20307-20772-12940-24419-1343,10780-25824-24294-49709-67371-15597-64196-7443,10007-18139-11867-51213-44260-9921-18684-4060,16999-6310-12666-51843-60509-9413-33011-1819,easy,yes
72509-873928-2621591-1260338-802237-531200-228701-237179,9587-201636-189526-122353-78650-259512-301492-64456,1378-51686-47986-21260-945-72235-57448-58473,1388-49575-78515-8076-7692-59065-61738-9381,1245-23518-37332-5473-4422-21334-17230-4425,3327-54491-37947-30478-12489-71210-70622-20686,4626-159121-91270-7474-4470-15255-79382-22329,2259-35276-15492-12066-10561-15136-21445-10358,easy,yes
495700-132844-610241-1134813-1388828-834134-518056-38701,23791-53685-16809-151217-94115-243841-152497-14341,4231-21205-946-26690-234453-25940-42028-4788,7176-5184-5334-29786-54073-40109-19276-802,2317-15671-2237-18845-39865-33288-14177-1402,37407-7144-4245-12037-46866-80800-117835-4348,11531-13839-3581-8488-52605-72307-17270-2286,12459-23056-2445-11122-42742-24847-15899-1626,easy,yes
50848-51353-22947-106975-7648-126635-5870-178812,24103-27202-4447-18134-3823-27575-6312-113468,6802-13476-4597-2915-7279-13428-4395-7704,4731-4351-22339-2656-2344-5043-2031-5236,2548-6544-16222-2309-7636-4754-1767-2983,4063-6021-55467-4273-9732-22148-3814-2684,3494-4310-16389-1992-2610-9345-2713-1744,1902-5963-19154-1035-1800-4980-504-2730,easy,yes
55951-10328-113331-341912-173150-25237-2211320-2433456,138413-8342-16483-139128-10693-40980-938582-286622,22158-3882-4316-4334-3693-10172-165784-260728,6923-850-8013-18558-3807-10399-126424-30658,4798-1975-1496-19651-11617-19141-80578-42705,11341-1321-4648-29126-3478-18023-116000-47415,8081-1225-4024-13560-3081-6072-189895-76575,5744-866-3317-15022-509-5379-46545-42349,easy,no
43423-1348993-1141187-111250-229739-817850-346740-235660,31423-341949-489505-32472-19015-71125-209251-114961,4918-81751-15029-6877-5351-15662-11674-18123,7076-69781-24063-4683-1163-5134-33092-55899,1012-73312-38250-3298-3047-9603-16842-17959,3980-190677-85957-59279-11573-60666-34401-68684,3760-86324-14702-23013-4305-27589-6176-70980,2590-52445-47740-22093-5672-17508-4570-35009,easy,yes
485919-133496-649732-708784-498527-576588-127207-183668,134298-33555-500107-86757-54687-34134-17593-14692,21610-9594-11623-19737-17259-14854-300-896,24577-5576-24401-8793-3130-16897-4361-2108,31088-2823-109096-3270-11124-31686-5367-1039,46621-3974-28298-13695-13193-63874-16502-1526,30691-8988-118116-13691-15966-35051-8722-1599,16396-3219-64069-18584-10898-42085-9801-1580,difficult,yes
734036-560723-257155-1196171-1052959-526931-73402-1975169,63563-99304-13488-81619-186215-49210-6453-317367,397-18183-477-65915-44358-20810-6838-6906,13359-6490-1204-28712-51639-26847-2402-20669,5548-11054-578-39675-32684-45496-1905-14681,30279-13525-4276-35359-98985-41127-12766-50667,41942-18380-3814-28251-22957-67086-6820-18725,10345-7525-1927-30813-13269-23486-7400-15825,easy,yes
91712-744859-109504-885162-144872-998930-2003467-796285,52329-105975-12469-345844-9426-256359-305921-219124,21711-4944-15295-18644-8260-126429-86564-28303,6070-26175-7040-105332-1144-35069-46630-23161,12797-10908-1531-43917-1692-33178-79331-68535,13659-35045-7969-59521-2126-64862-64756-22678,7937-43418-3512-74435-3199-25376-69574-90012,16215-21054-2119-38743-1973-41083-35385-72852,easy,no
159603-105716-524164-847251-384810-151169-231026-1081911,24804-4924-187362-55906-84880-24925-94821-506297,5761-1355-33367-19700-30513-3661-21305-93744,8307-2343-39200-8618-17351-2206-2668-40906,37072-930-20165-7899-11021-4519-4559-39967,79922-3279-8299-20332-28526-9808-27600-82274,19638-1824-18195-7118-18658-7508-14022-15730,19779-1101-19378-14266-5431-6692-5546-31300,difficult,no
270930-1208414-1035773-188536-145719-1153762-325138-203093,11915-237360-327464-32141-40277-247924-114581-14303,1793-10426-98234-6210-22420-28432-24342-6117,605-34352-64510-5754-6493-44074-6983-4807,2077-8067-30847-972-8190-15284-15138-10672,1616-56211-51889-1907-10160-53770-44512-9588,1527-13528-30061-3757-10577-32296-71029-6680,1969-14097-21197-1057-6862-26444-8432-12225,easy,no
