delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
685438-128490-951730-547345-140546-24932-161846-2147076,45513-25895-356901-43424-19104-31879-18531-382098,14910-6057-265097-10801-13044-20934-4872-145178,3554-3369-69844-16720-1788-17334-776-45736,4462-9526-106488-9981-2830-8327-8164-29401,6181-11022-91307-37077-10468-34622-11252-89665,23013-8197-23939-19532-7666-50080-10064-81646,6029-6427-18996-16899-6108-26845-8576-32406,208783-754464-1140396-2132452-2394988-29299-39235-51765,67880-99515-251437-137103-76888-15422-20700-24428,13458-8018-126979-79934-66884-9799-2150-33899,31259-5318-22612-10804-15479-13200-7412-10820,12615-4053-25266-13468-13008-20684-4884-17019,36233-11636-138433-43892-58709-32998-38867-53575,30751-5503-61303-52006-40976-24975-32304-23512,8052-6805-28096-21775-25753-22328-23323-11043,easy,yes
141221-620814-2442228-26847-6570-5797-696645-610746,24777-82183-453268-6648-7497-8872-21779-7700,4872-46323-45651-2829-9045-10161-28124-6170,1041-6153-44720-1585-2307-30153-28435-1687,8424-9531-44717-2249-4232-7348-25519-1858,8316-43928-42836-6199-12839-26655-24249-2485,5262-64118-46140-5553-1255-11701-15350-518,5026-52899-35208-3677-2226-6056-8254-614,easy,no
2131283-927918-3393-21636-32403-2364-6949-14218,61075-194269-6461-2020-11091-11040-13884-14648,7182-44789-1836-6092-9266-2685-12036-6720,9171-17993-2516-3679-1451-1770-20026-8473,11936-16898-1672-4583-4139-4098-9344-12870,8754-32442-9989-10615-10292-6247-36298-42824,5292-29963-4926-3327-15239-11566-18483-15082,5427-12652-2959-1853-6815-4518-16004-9934,easy,yes
133279-1185041-2335715-1778974-77237-5274-118583-548574,64206-26168-145140-513596-30048-1584-40285-75413,17850-7239-75251-77567-6729-7453-47352-8684,1635-17909-47891-116876-3188-2625-20528-10969,2227-4267-26007-42207-6970-4379-19463-2345,6110-10238-11978-140911-7940-4423-31323-9200,4113-17498-29691-78309-2286-4183-24109-4101,5576-3263-31721-26242-2678-2567-18365-2319,easy,no
557578-68857-91833-142649-11330-130777-831711-389677,249512-24667-15125-49370-7068-30165-162943-16677,5767-3454-8673-2357-2985-6621-12303-4363,35292-4930-8844-2646-1496-16453-31188-3148,23308-8236-10881-3312-16199-5445-18343-714,33934-10715-20790-9522-2172-3094-10091-7098,71379-3053-11457-3902-2105-2313-11269-682,33068-2829-7215-3651-1203-1148-11144-1140,easy,no
28293-62441-445818-1565469-6403-89017-6239-34907,14935-84340-103193-31661-9658-41778-11869-29745,2329-20829-14736-5213-1624-6147-31449-20564,593-10672-11401-4287-1548-5649-4021-7905,4244-14254-5516-3095-2733-12153-18260-24485,4206-20879-4807-2327-4624-15955-21755-20819,4463-26029-5976-2202-1504-5968-14086-6133,2746-9336-1150-1672-3598-4380-6024-5454,easy,yes
5486-1368012-92094-1058247-342646-160337-54394-979650,72701-170095-43448-48015-160333-64575-30709-31437,8673-73578-682-11700-10924-16283-3228-10364,10432-14465-5580-7273-21107-15674-1722-65444,18375-14158-6132-10614-15270-12053-2544-52772,24871-26594-5746-5461-25823-27180-7210-21542,33631-29880-6583-5568-10277-10130-1663-7862,7277-12769-2805-1969-8969-12368-1691-10720,easy,no
80399-309707-607947-725969-284315-186920-1279315-73526,76659-284477-112034-23642-193195-32335-12712-5487,8914-39109-93635-5039-6294-1936-5022-2680,29499-20835-8668-3109-15110-5418-19635-1643,10712-22091-7903-4185-21506-3592-15431-1158,19058-29588-11109-4107-8405-7084-28553-1623,16905-14375-25959-4454-9484-4048-8222-479,12895-11037-6719-1591-2131-2718-13456-447,difficult,yes
56287-678758-1797854-70238-140160-162231-43843-9354,27274-99478-29491-10491-75984-167320-1911-1620,13933-21482-20738-276-48609-62254-1744-2668,5355-32276-15468-1701-8396-2511-2732-2722,10295-12790-21623-1311-10665-13670-1667-2088,14699-11998-20774-1027-28699-41624-4803-6161,7347-4088-8600-819-8077-18471-2327-1237,5035-13836-5966-520-6070-12835-1701-1347,easy,yes
646576-749003-423030-643940-34447-229509-76412-14938,51604-244876-9411-120059-5615-11826-14595-2582,8307-15713-6996-2389-4019-12049-3162-3700,24527-102821-1272-2045-2814-3630-2681-1038,8846-44180-3572-2713-3789-5898-5994-4532,14329-29933-1420-7885-4526-6609-4459-4838,15285-19805-1670-9014-3154-4022-6238-7459,14296-45713-896-1484-2466-1763-3765-3371,easy,yes
