delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
1522962-68943-2157485-3780240-394866-2056477-938597-984623,752160-22649-228562-691947-443570-235695-26244-147645,191367-1736-65331-236239-55866-34939-31258-11577,48056-1170-40206-139975-38039-50683-4664-10696,121577-2035-13587-95133-28833-18211-3571-36293,83515-4422-50939-87374-71677-19771-10635-11797,53914-1710-41674-102679-87444-50910-4984-26852,44245-2433-43592-36293-92052-21545-4499-16605,1580511-1092587-1330633-1206186-836309-4393-83042-328381,50998-211267-325658-136181-169695-8666-12854-265489,28196-41210-89176-80434-24488-1246-25147-39924,8441-29540-12666-19097-57915-1952-19209-37257,16990-10110-10147-72272-56569-3138-41819-11644,27480-26826-66903-27712-16981-3318-28326-27766,17578-24345-35721-39585-27520-4578-19609-36694,16441-13058-29258-7149-37671-2002-12146-21750,easy,yes
638888-1139205-90190-173746-6780-42339-451409-3393666,157808-40102-10769-73248-7768-16434-23473-62971,40956-7371-10945-20608-1359-13208-21502-37420,33113-9472-12488-16528-15899-66369-10399-23405,21836-3603-16617-24114-2142-4483-20742-9743,65615-4277-25072-24441-3553-14300-11273-40247,15764-5703-27088-15663-1599-6716-5406-17743,26063-3253-9859-16920-934-5434-5593-15745,easy,yes
15341-2635563-262521-472510-536083-34804-31514-23014,7923-449783-84871-8941-34121-58149-26984-20316,6045-86456-18127-1303-16602-1957-9543-14033,7728-40462-14130-1279-55523-5144-6063-4832,3772-50964-4120-774-37282-2519-4915-11880,19346-41924-25747-1570-8604-3040-7084-26193,18010-68102-19144-1082-26090-3847-3982-8722,8920-25373-10382-1679-5483-2179-2008-4964,easy,yes
1601835-781986-1609419-1139366-942136-1025845-34804-1679470,242641-87246-570181-344379-46720-35239-45795-301399,55154-16434-134778-35241-2410-11484-5869-211624,31272-10216-39429-11928-3092-29068-14669-15594,9823-4290-22695-23276-6124-8299-17052-28754,10980-17684-107164-84182-19350-9697-21977-27624,28606-5484-93222-36725-6974-10180-63500-28939,20834-6825-40180-40907-5558-8373-18160-19820,easy,yes
759752-168166-1431826-313080-8879-702574-127900-15395,46300-95150-72294-19025-5778-146824-2999-11595,7079-10737-11904-6370-2085-86592-359-3602,4091-6279-6142-15493-2730-13551-475-5661,8858-6559-5673-10743-3113-16805-1228-15036,9418-14073-10607-11613-5821-9305-644-21638,10857-10838-11728-6218-2079-12472-558-4550,5385-7882-4480-2768-1410-8023-717-6325,difficult,yes
899870-202565-58174-30541-37620-12188-1738669-425670,33197-252425-17645-7236-47983-25902-14290-164823,30308-59213-8985-7058-2840-19437-8974-4600,19284-75674-2074-13067-1304-4538-795-2991,9301-17633-3984-7013-2384-6006-3707-13314,23421-36541-10085-21593-3072-10829-3717-3879,22788-40782-4679-7255-2329-5421-3468-2313,14475-35061-4299-12724-2714-10808-917-1726,difficult,no
270504-592920-87019-537597-201094-142074-426945-105939,22768-368814-127320-70548-65753-20071-152439-27440,6501-121989-38174-5420-15968-2825-11981-6313,1492-38214-25831-14750-18682-3719-26377-8973,1040-35592-23074-3946-7942-7021-19666-6219,6236-37653-5002-3335-15429-23539-53305-6040,1368-39387-14017-7891-8427-12718-33764-5708,1415-33814-6172-4079-8165-6116-27958-11282,easy,yes
2487312-1587998-193644-1962622-308569-436715-120116-1436661,356490-42764-102500-123925-83756-144120-159732-267407,126999-23847-28807-29660-2324-16322-22286-14108,23135-5862-17085-24241-17207-19897-12390-75841,37076-5978-6683-13435-12853-14300-6205-25026,50283-12051-6154-14211-14929-13372-20731-25477,64135-12268-8181-15210-14322-27358-15495-23879,26811-6291-4048-20420-5652-8660-9171-7816,easy,yes
695104-277606-2605158-1018307-369372-1695232-632644-121075,123977-119234-478475-242255-19999-77706-217927-14766,37182-30219-16344-55375-2538-22837-71820-1116,36452-16217-4191-63616-2671-11750-48881-1750,15777-3516-18985-42483-11529-8468-24568-506,58927-15576-109614-61730-7630-21382-72225-1403,15613-22465-42729-19268-10406-20122-92754-2746,15115-4881-56393-22011-6424-4036-25610-341,easy,no
139813-940144-114793-419077-586902-200325-991957-1977250,256979-118639-27636-83835-41313-83305-46011-179508,6139-11738-2277-42494-3811-2221-76511-19802,19029-29113-1796-10024-1416-7666-11310-36567,26840-5888-1173-14380-9733-4359-15752-59958,31851-15174-4611-15778-14430-3950-11653-36710,10473-14301-8112-17594-10321-3542-15646-46241,9260-9072-4793-14786-16822-1002-13789-6964,difficult,yes
90314-433298-783879-1659344-22068-263732-720265-143769,21710-155537-419385-129599-13498-19407-231393-50032,14772-31788-6989-17782-15231-9656-31390-1828,2168-8041-12686-9647-6017-10206-33673-8583,1798-11757-11161-30170-8577-4133-40682-1882,3980-13489-14118-22082-5495-3143-18461-23636,5658-5384-14890-19775-4687-6034-90739-10962,2668-3705-7935-39007-8211-2470-13563-2112,easy,yes
490967-776262-959808-196987-493338-1531764-291371-37709,119782-3464-116828-11730-138556-82439-7639-7019,16795-5760-19703-1426-47856-25851-2340-3046,72563-3973-4370-655-16484-18390-1201-5398,17851-2316-3077-1641-8378-11592-373-16698,39738-4212-26695-1607-14747-35645-1576-30860,10436-5031-16482-2767-8108-5282-1528-8457,9517-2342-11228-1267-5114-5914-682-17662,easy,yes
546506-174231-1374816-2074299-71581-4731-817509-152866,37391-181053-400572-47838-15869-8781-18790-9652,11284-31522-78190-2323-15452-11886-7695-8150,10335-9230-26020-14499-3766-33212-19503-731,6907-2510-54988-3379-7817-14368-7386-1294,4835-26712-241758-11603-11717-43969-16592-2767,3532-8547-67853-10264-12488-67041-10269-2558,1795-10715-32970-6251-7553-21534-10318-1635,easy,yes
1185126-655411-670789-240177-2317791-119776-157453-44010,77957-435457-267903-100459-65471-49549-51523-45038,12955-101317-72985-39204-21452-8662-8394-2289,2784-29471-66101-8824-23821-31655-19859-8533,22509-13835-8911-17211-3686-23704-3661-10242,16080-39795-13268-19141-5338-21755-13690-9623,15633-131878-5571-10187-4923-12552-10925-7412,14715-40455-10273-7804-1592-4949-5751-3523,difficult,yes
530993-297001-1201290-3286414-153782-838852-198365-864500,46114-15677-78902-374319-39489-26846-199929-408526,19675-12828-1196-111599-3637-4379-41769-50505,31197-16800-4998-36144-1117-6857-10707-11491,5651-5680-6688-51373-4016-5917-4979-36047,77806-3864-29289-73426-5066-14484-11533-25105,37777-5268-34855-55308-8799-7510-5078-34003,20331-6002-5047-30145-1549-5336-10125-15212,easy,yes
