delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
152410-187204-1289159-3428166-700958-585560-2454816-99767,93610-173133-102535-361689-268262-392855-368530-111923,32773-9393-49145-75367-71955-70896-43993-6210,8959-10553-75243-96088-48866-156519-51593-6890,5491-5339-54461-65200-19066-29374-133633-3516,6255-4840-57620-54925-43106-33592-46278-5477,10046-3821-42905-23008-16956-71536-61963-3739,5889-5660-15452-17092-10875-30766-52244-1555,easy,yes
11765-177231-1261002-936586-101164-968564-891694-1164998,3941-30334-151762-170612-16626-23281-189677-41408,672-1220-7325-64462-3533-38026-8165-28273,741-9913-80076-20424-8949-14014-13868-15782,1401-1884-71594-14192-1937-39512-6113-6916,696-2938-26279-29490-5490-17032-12152-6781,268-2166-17388-35786-4150-26440-9916-8948,277-1254-25404-9905-1737-13138-3962-6844,difficult,yes
309381-1347545-1991131-1400962-1201268-891909-129685-833819,101430-18812-99350-307451-239942-19389-93991-215720,5088-30783-8013-39360-92338-5927-1669-22403,8704-5616-35758-34396-48717-4502-19825-35098,9695-2022-40739-35216-48855-7648-5938-32719,19019-6847-28253-32584-81476-3191-12449-18101,9272-6518-27637-29858-40779-2731-3041-9615,3560-2926-7584-18638-42897-1309-2027-6343,difficult,no
846913-552797-261555-1261853-1642953-456889-1022887-1357523,188771-203237-123401-48044-517559-17437-35032-240902,50549-25327-5644-23136-151533-2747-11934-100867,27084-10167-20933-11755-104090-4764-26131-56938,35990-25228-8746-16445-68882-4338-2767-36258,36337-4271-22004-20797-124614-5620-20775-67883,9773-19373-31438-4126-119638-6212-10390-8570,3407-3586-6961-5201-21885-4443-6319-15708,easy,no
665936-1298548-325980-127274-1561652-1821654-1463626-555015,111429-244179-39356-20974-112838-180376-1072868-98290,18133-66742-19205-8986-65717-43823-124769-29523,11694-29188-7248-7864-28127-48569-67198-11596,16548-25370-14997-10980-64493-158576-101262-7685,10764-29137-12852-3530-34007-107907-50397-16689,24273-26326-19160-2527-65835-56488-30093-13817,5371-15563-3326-2674-7726-33649-31739-2894,easy,no
778436-2254797-2202731-2130409-1378037-768371-522789-595396,134575-943955-248007-175138-375470-372267-963677-27944,102150-17075-36269-67247-203026-30337-79992-13283,34800-63574-62409-15820-71941-39533-106077-11905,18344-77327-45136-21722-81086-24284-38628-18932,47593-114766-49470-88315-71659-16190-94345-18039,41421-120096-34123-44832-50863-9924-71059-3289,14807-91463-23807-24835-71679-3660-43552-3246,difficult,no
166073-859950-1017742-1714617-154086-1700399-1071229-808411,94204-1033915-325925-422222-57499-267879-434440-92819,32761-54731-99434-43518-15759-53885-3386-10710,15616-82001-34270-47761-8299-158574-21067-7401,21099-45752-39462-23163-14513-107590-62919-6893,26135-96181-37872-72397-9706-78360-44759-8628,11738-47966-30298-28120-12201-88039-15386-25714,2195-42214-11581-13296-4979-14846-36973-3360,easy,yes
103219-1643866-1006205-2062677-791902-478674-213220-1889058,75427-947306-168803-183441-461976-8591-23107-134253,6110-219302-19847-64693-47075-18873-2066-30560,14688-17110-80730-9847-14746-6021-4318-35943,27797-98926-80218-49704-107307-5392-4345-6997,15966-124534-48897-55807-115553-2925-3562-17801,10965-48095-28475-24226-29229-2256-1880-18381,2992-100510-17228-13946-9896-2190-3494-13377,easy,no
222055-2356870-2152408-1373138-106366-144077-476153-670030,16805-384605-346160-112810-79814-39234-93135-69661,3223-70427-31121-30393-6865-7566-28295-7473,1018-26951-16989-17493-21885-4250-11739-2870,3060-42995-43498-9410-4621-6432-20206-2562,2381-40690-46705-10534-22082-14080-18305-2178,4238-24388-25025-9130-19560-13507-11324-2612,2849-25967-54915-6861-7346-4642-8009-1529,easy,yes
1938565-617637-424252-992822-1972506-895571-400259-559784,202697-195265-78947-134789-148836-52727-71411-1863043,41356-18422-4310-7669-31333-7466-13042-95436,49452-5451-1567-19358-18523-9670-14612-112348,54970-6730-1368-7779-20492-3112-13833-57362,67651-6434-2855-10368-28037-5036-18428-114045,25251-25212-3022-26814-8691-3553-8222-48415,19031-5339-1525-4698-5551-1480-5196-79976,easy,yes
