delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
961949-1236982-1176897-1737689-1070918-399677-875723-855264,95953-1163385-20156-302311-108901-334124-136717-207576,56903-202843-62570-113794-58482-47178-24573-25874,43482-64901-18754-96595-43509-8840-5058-43155,5914-43081-8567-60161-5585-10879-11791-8749,6494-42538-7103-68177-16920-23029-5744-19009,10154-14314-3856-23872-8333-29098-6735-15701,3053-8770-5905-19202-11471-8950-3374-12849,difficult,no
2520253-1505841-636167-854927-734721-502660-969447-646416,295557-551445-41620-96195-207364-91585-75612-63739,147792-27339-22534-20739-41005-201957-22148-7111,36027-264442-10467-6193-19523-17562-2610-7862,25686-52052-6462-6169-7942-18063-3189-4789,50033-57180-10977-4386-7335-6826-3496-4498,29591-45908-1871-1731-9698-5678-2768-1653,18546-32118-715-1202-4091-5935-2091-1634,easy,yes
860490-1052343-371832-260822-2002323-578952-1905680-1502765,273879-691690-35150-25853-418046-60301-48471-67440,73759-17963-6559-8117-175912-11703-30117-117948,40507-34848-8548-16335-152844-7415-40288-30338,15073-26939-4071-5118-24948-3942-2646-11077,5842-19825-3631-2702-45534-3831-22466-7054,9639-5220-835-1295-35465-1939-2203-5067,6151-3759-4483-1590-20207-2363-4121-2601,difficult,no
746115-2102711-740123-270167-111541-126419-337504-168021,106429-477511-206946-18408-78486-41828-35323-45723,98902-93643-41462-10043-8371-14377-6488-11254,34748-32393-11467-6498-9051-24819-2178-556,3906-6212-7760-3004-2648-8024-5619-7027,7824-15967-7887-4807-1162-5720-2191-2610,6993-4545-4097-2297-3184-1696-657-1167,4365-2620-2099-1033-912-2851-1355-1918,easy,yes
550872-283604-1281870-291103-285434-65644-1060251-94919,210687-61171-132376-88431-60964-21684-80322-52238,3979-15142-25985-11368-13922-2289-34390-1794,5532-4245-40456-14924-9299-1628-69848-2868,15828-10154-16997-9712-4920-1544-27386-8995,15417-2630-18046-3539-4916-1015-15956-1553,8724-1911-11608-2167-1454-905-7945-4273,3401-797-5617-908-1682-360-9956-797,easy,no
604820-895649-104617-1051648-704011-785263-110162-346096,480031-300453-18350-82535-110075-245655-44980-33679,101184-6420-7899-115302-33421-8763-6848-24415,30255-12465-7757-77787-124165-85985-1427-20424,6773-9207-2497-8389-13407-15764-1626-4909,8235-17190-3216-18675-22792-27840-2521-2799,13675-8095-1633-8876-7385-4638-1440-833,7291-3765-3203-2352-6899-11077-2131-1409,easy,no
484733-61683-45305-941434-186773-723105-254651-1546868,75603-18969-70816-151490-30412-302071-37081-59645,19759-22570-19252-15391-4871-5229-16639-18871,23321-8437-8729-9368-6030-50198-18762-38658,9887-3213-550-17674-3419-6670-743-11005,22299-1305-1246-9437-2762-14597-2925-10294,3647-1751-2163-8139-1929-12444-7430-3025,3898-780-3831-6273-1449-3798-1252-4990,easy,yes
1073946-193923-1294201-342237-1866110-191361-1714160-1219143,59505-69896-316269-35517-188231-55282-170340-79651,44983-2878-76286-17775-65430-13712-51176-33961,65642-15921-85049-5381-22093-7496-71124-11969,15523-2537-19009-3207-25997-2960-5945-22047,11862-5307-22044-3744-17750-3292-25170-16274,9467-2326-10108-2622-13694-2316-7374-4520,5874-2225-2702-1793-8514-851-2899-3814,easy,yes
1254093-1124043-864715-346808-401825-669299-499791-346423,376825-43920-108985-37934-8828-152352-203698-187668,5115-4891-30271-3395-23215-125387-56499-65672,9386-1443-8583-7505-14903-28527-27031-9678,13711-1736-2978-4632-2430-14724-13476-22658,3821-2938-4128-2951-1793-12264-9941-5897,3515-1564-7401-2155-2138-5647-12302-4712,3681-702-5095-1796-5187-8573-12544-4520,difficult,no
1360430-693790-983745-483826-79483-56406-2135888-857689,558112-64490-177091-131315-27500-38650-156559-151721,115718-47974-16714-20182-14964-6464-31826-161935,145927-7336-6126-39464-8510-25249-10606-45694,23230-14625-15661-20184-11876-2319-30248-14841,19696-4844-19475-5509-2800-5210-14339-21148,5824-2846-14993-4607-2098-3846-20416-3764,6828-3951-5290-4268-1678-1562-8240-3338,easy,yes
1882913-510244-444132-1764598-1065697-411388-3396921-994348,1317765-11064-111466-110231-57847-9693-847986-116736,169073-5718-11790-20477-30659-15088-373006-22559,147382-10792-7087-10167-9197-4860-191429-28283,72917-2354-6395-13520-5161-2669-31923-14516,50131-5025-8146-8610-10193-4158-71889-12244,15070-1047-1974-3995-2604-2193-15556-13192,10971-1992-1797-4302-1255-946-17359-5618,easy,yes
113544-615269-569669-878525-317746-1931124-515289-462341,75644-44578-84195-23727-56294-151550-70179-153880,8850-12059-28516-19568-24869-224891-12469-83727,8100-13277-121101-11707-12894-21489-31764-28073,5488-4776-6150-2484-2960-11086-4378-22809,3369-6736-6096-4775-2079-17362-8199-12643,1561-2285-10912-1910-863-6241-1844-7660,1303-808-4944-2478-2251-7913-1330-4514,easy,yes
907951-1019180-588236-2294418-354744-536109-1247838-922467,26997-461404-160991-457828-126466-91137-50037-87231,62208-61531-13395-156691-24715-27998-20376-27135,20371-64305-82323-149961-12422-17634-44244-36470,22685-38191-13499-17598-10962-15665-6399-26640,8418-25094-11165-38411-6834-5080-8272-12483,4449-19522-6529-19357-13229-4527-5924-4184,2349-35945-4264-21949-4625-2660-3991-2294,difficult,yes
142302-2637137-1274569-1512939-732039-308799-263106-1579875,101103-332494-184783-368490-98538-368893-30177-131154,10123-44063-21763-127333-30892-50278-22337-8681,11406-51636-11027-22827-13871-29486-4377-54047,8755-32261-49556-14161-19350-17146-3333-28069,2685-14411-11193-14940-9586-9957-2005-6445,1590-9523-12390-3804-3875-5225-1552-10887,1782-6669-4841-3545-3854-10673-636-3117,difficult,no
1581165-118884-2008587-592935-81893-644856-1493057-1192792,693143-18114-742675-79412-91847-362961-39104-89160,189593-1139-219540-8725-3335-126671-9454-17898,76455-776-237295-6159-11627-22872-66058-39833,73648-936-42841-2651-5122-10766-7805-23395,37323-754-37146-3470-2645-6360-10031-22493,25309-801-19672-3376-2214-6699-4063-8946,19243-211-24196-1519-620-3538-4529-4233,difficult,no
171192-829907-1005157-1416558-2655500-1741452-798763-24921,143304-77529-111021-525179-95032-1053322-55605-13027,21520-70030-17021-112741-49844-33893-21958-3481,2712-26535-68181-22283-20614-69285-38599-3628,2692-10784-25876-10054-29624-28236-8595-249,7762-8209-21803-11290-4284-59612-9496-499,2769-2221-5659-8993-4117-11397-8019-901,678-3967-4830-5654-10581-16733-4064-139,easy,yes
170155-568125-1951192-740613-1925207-179545-2384577-112684,23394-32778-192576-122901-129018-23897-255407-36448,17471-10590-149750-55326-16929-12043-176683-8814,3510-8907-54230-33614-52735-1662-140804-7796,8068-3058-36967-22991-15648-14218-61755-3825,3489-2687-47483-13868-13817-2075-63929-3013,1979-4244-23889-9098-14080-1622-26276-1900,341-463-29241-5296-4665-733-17659-994,difficult,yes
587986-189804-1095601-208603-689516-1193292-423992-478310,487226-153749-634046-36418-1334237-79492-109969-26255,19990-5122-77115-5910-210592-11250-9522-4035,12185-9124-76262-2056-36909-39597-43295-4958,36021-8589-37644-4496-31611-4849-6831-1606,15297-5300-18997-3159-50764-7648-14179-2088,6077-9235-20442-1715-10406-3845-3555-1838,6382-2982-33682-521-25940-4825-5605-826,easy,yes
1000775-1023122-956872-241865-209561-1992374-382324-104698,209486-95511-209791-30001-16913-204871-341194-27646,97735-58500-33156-24980-10136-32682-15219-22968,154840-49108-76210-15996-15005-16737-15700-8656,93717-10753-58062-2963-2055-14555-10513-10076,24096-19657-32237-3033-5147-24250-12361-1801,13766-4033-10739-3547-2298-7435-5103-1903,38304-4119-9538-1651-2397-4590-4360-702,easy,yes
216014-1694445-1136163-1326249-1779518-367887-1365054-289782,24657-212221-628704-167569-469196-22019-173725-31259,17974-10180-258223-49601-70658-8057-25003-8582,3649-44149-216913-25215-31505-3402-27910-6314,7921-20427-99954-29837-65945-2576-15772-7139,2883-6324-31020-6847-65465-1486-10227-2211,2487-9211-34482-5475-15164-1777-2235-1642,1475-8731-13481-9620-17548-1054-2351-857,easy,no
127607-211074-1237894-1029047-2089505-740802-816730-1538094,72970-28801-352481-46147-121854-152209-258311-348179,17824-13958-16367-18115-69412-12945-60386-43856,2881-10759-127124-10332-19978-26233-22262-26786,1653-3923-17751-7865-10588-10412-14968-8848,2136-4645-13734-17071-7081-3898-19218-14795,1638-1374-6827-2052-7021-5524-3914-7150,1586-905-2706-2980-7824-8986-3763-3322,easy,yes
83115-2245150-687096-1940289-59743-184468-3072472-517867,71056-115645-35611-294309-48862-49304-212674-316099,24450-6536-11566-138480-6031-7519-181146-53210,7173-54615-21156-119359-1857-3241-40237-11260,2768-6021-8647-74361-4131-832-33730-17208,1246-21580-3232-50530-2972-1624-27166-9186,648-7545-2248-26000-1844-1190-38577-9065,946-9737-1527-11972-1466-950-18815-8503,difficult,yes
371305-378654-1274893-458914-1552530-1163903-29748-1334066,15784-46857-57406-82637-225350-108044-79383-26983,28796-4364-5646-14384-26594-30987-4446-3838,2774-5659-7354-11110-9892-32456-3078-6269,2089-1570-5486-16528-8947-15406-4687-2043,2679-4663-4137-15765-13440-9477-3160-3212,1656-568-2017-6556-6448-3558-721-417,2846-614-2037-5306-6898-7368-1518-3303,easy,yes
78378-325765-146968-277108-613808-144389-586942-109594,21879-19868-18114-164411-40628-52457-50555-28145,8768-3882-11033-44722-31124-8768-22371-27707,3059-7593-2257-31879-1699-12049-9125-2396,4471-1346-2475-9353-3299-1396-4538-1023,3566-2114-841-12635-1547-5519-1971-1816,1583-886-1143-4023-1470-1416-2482-1286,692-983-1022-10169-2641-920-2856-1646,difficult,no
1222485-119364-1276856-2045774-829430-165789-354551-515893,1690053-10454-90795-448570-41976-9456-278541-120941,179337-15200-93495-81526-44975-3679-68125-3962,80107-3736-69087-158176-94097-3730-47412-5609,79844-1505-43502-76588-5805-505-5113-3351,30256-1602-21606-31164-9745-812-10384-5751,21980-1213-8795-20610-9500-787-5931-1771,21039-1347-12062-10567-4287-147-4407-2555,difficult,yes
1000765-1043170-3090920-210293-1358578-1563890-587065-1031172,22926-193398-53209-25318-61701-293369-52920-93636,10789-73914-57397-16365-50744-143537-59866-32785,13311-90412-85313-1104-25115-29201-17159-6289,4073-24347-37592-2440-27291-26051-14705-17806,3015-13521-14656-1904-4848-12912-9202-5902,887-10230-7179-1887-12907-4312-3510-7442,1711-3174-9707-1343-8877-5680-2899-5356,difficult,yes
767981-1651427-2054762-2865879-176101-53098-1429002-39768,1131918-209145-159680-578292-140558-18632-466147-7386,103296-32068-68636-184421-12656-14158-17246-1566,80512-27817-9683-62387-15105-2750-9431-831,63085-12997-20693-22526-12211-1075-32829-358,127020-15704-11469-31900-4432-1499-7631-439,69541-16452-2410-17546-4149-2271-7250-593,20100-8272-7015-22010-4240-869-3845-242,easy,yes
337348-642570-98470-424016-316726-280054-1117837-364505,15552-234750-36019-23386-171228-45217-202872-145692,15985-39751-11373-9226-49420-13008-107362-20937,10747-21631-2141-5116-41215-4532-13310-7521,7935-27556-2538-2012-17376-2175-16653-10684,2675-15500-3499-2550-10925-853-18908-5914,1811-6575-3933-1805-13152-1088-7954-7435,1597-2228-3672-1590-3935-916-4662-10084,difficult,no
513459-430121-1669771-96384-1099776-64422-208291-2646055,45232-66923-80806-51750-297834-47430-54110-1882106,4845-15759-35388-7673-35028-25687-10344-182167,5358-7057-44048-6774-7995-4739-7540-26437,2515-2614-26246-1593-7246-4181-1933-36989,4417-6936-10322-2502-23504-2587-1262-40804,2093-3373-10300-1879-4396-1149-1988-19910,3007-4795-13420-875-5042-1003-905-18625,difficult,yes
2302371-285997-1221694-2536724-197666-927559-198889-831978,94674-21204-293487-2071926-67930-105728-40811-20465,87726-7262-84148-48579-15854-46323-11621-23569,50139-10995-35686-142496-4435-8326-8488-27466,9189-3999-11438-75960-3363-3209-3177-13674,14488-2969-7752-42131-2151-8417-2231-6424,3378-793-3786-23981-1275-7274-1390-6343,1204-1536-9837-20871-1087-5531-1582-3774,easy,yes
