delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
10513-29676-357876-278740-27205-185794-246737-110404,10032-45776-21010-136783-31441-101114-54958-45071,3063-9478-13975-63351-36164-18411-25955-4872,3478-6071-16052-35481-19398-2528-13764-4483,3162-17379-19091-22759-9735-10610-6935-8879,10889-21757-31279-29946-32182-4874-2313-27718,3296-8326-18339-13698-32335-5911-4098-16591,3324-6741-5734-22177-17402-2691-3408-26445,72664-13790-224098-289006-1519299-106849-74611-875201,9713-23034-183695-5440-1365279-20258-14281-162853,734-19298-28310-3381-95838-2592-16262-7956,2469-8836-7684-3411-123331-4009-4371-4966,1092-24097-3195-2262-139578-8581-4626-2210,2601-20019-9219-3112-84011-7540-3470-7342,1018-16766-4907-1147-163857-3147-2361-2412,729-9814-7454-2480-58746-2100-1862-3731,easy,no
1177334-665051-42510-721862-175322-109325-2068745-1952549,402101-69081-15514-175835-17036-91412-239641-110329,139241-17445-4715-20325-10618-4484-59494-40137,102616-6133-3094-4633-3329-19046-37202-89625,57165-4613-832-10983-3500-11238-49480-14970,96743-3385-5278-12403-3229-12988-27704-24359,63131-6205-4170-2845-4090-8020-12327-27036,39883-3578-2454-1288-1806-8448-20822-21450,easy,yes
4703-83608-882994-112492-4945-43538-57290-12745,36693-19216-461167-25434-5004-13529-13508-58226,9080-12227-246995-7909-1317-5702-4973-3761,6705-3183-77628-5503-2777-1370-5607-3645,5100-3295-50764-10281-2015-1056-11429-12312,13911-4131-55755-11424-3112-1306-15150-19008,16049-1192-107466-3396-1539-759-10191-8470,13634-5579-44277-2167-3041-935-10392-13245,easy,yes
38360-783794-1566696-389530-1084577-122600-885667-35541,32393-471742-132252-6290-464076-7301-762035-28134,13138-312408-11215-1803-134535-913-181130-11894,8905-58047-76391-3943-63494-4427-18625-13984,7613-34846-41427-401-26844-5624-13366-14697,11944-67066-10000-3166-37682-7080-34831-16983,5069-52942-15825-1663-16349-5554-10413-10489,7602-27645-20257-1371-6041-4115-16518-12648,easy,yes
10003-343415-31302-20785-594844-78111-28362-58720,7794-492991-14856-56460-92612-6321-10502-7658,17524-59888-2635-21490-27926-2723-7146-3223,32465-31000-1188-52718-5710-2294-7706-8202,25707-46243-2397-21637-7482-1216-20617-2704,31703-26011-1356-26519-4363-2561-13376-5640,7392-14114-1466-16918-3453-1892-13649-3033,8358-26470-1329-12882-1616-1216-6040-3131,easy,yes
1141275-955351-467864-362711-72415-1813025-356716-372893,107285-254192-43065-14511-28186-138863-128668-232606,26992-21894-33445-4248-3480-104847-21137-69407,6085-18540-2406-8409-2871-38587-17389-52498,7277-17507-4307-3480-2878-18782-17428-20963,10127-18309-18476-2653-2169-77429-15839-28933,6374-15821-29969-2776-615-44784-20314-64917,13207-17207-15544-1637-1911-26649-17388-61000,easy,yes
207719-1980558-9622-1289497-9780-366508-18628-82023,30813-827535-9049-319378-14760-90696-12534-38113,7337-113724-15351-53044-1748-21714-1160-13575,5594-128290-4851-60379-3049-25531-1739-20719,1571-32945-6839-76906-30140-9266-3366-15339,5130-54258-10230-57471-28061-7730-3892-18620,1828-35617-3792-21923-44230-6471-2977-13152,2842-23616-8234-33725-17046-2393-4952-10943,easy,yes
126181-114922-44602-1920248-6754-3581-214445-5322,103797-24356-12629-1110975-9879-7980-90450-2239,17053-11451-19458-268225-12867-4588-3546-5001,3770-8578-22542-27567-11286-9421-8360-10434,16416-10883-3184-41211-1745-16874-25830-8770,7708-6200-4100-38679-3718-14239-8305-22977,3604-4271-9520-14587-3237-15631-3853-20251,2908-1709-3049-13446-1566-7568-2164-6010,easy,yes
114958-136286-205591-42727-2092502-132840-345061-788813,167076-17594-8645-19259-137353-8040-23304-32070,58637-17084-4888-769-22226-9730-13129-710,26678-19062-713-7764-15748-7902-18726-3439,20104-8610-5160-11198-37573-3812-15868-4641,27631-11130-3739-6801-22958-5129-7196-9876,25985-4905-845-6767-20886-3882-2721-3125,27905-1913-1617-2518-5375-1592-3068-2286,easy,yes
