delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
2002408-635417-88807-8644-691346-358511-382352-1690619,537137-45656-20258-10580-504056-166396-349511-396533,40276-6216-11232-8008-111763-22415-44669-198056,21029-9063-4600-5924-67973-15055-34507-59464,142230-4826-5268-39368-31999-23009-34140-47509,48372-13265-9067-27872-42489-49380-27002-103941,44228-8451-6817-34677-24102-17689-29396-34626,29228-9725-1811-14118-19363-23287-40558-50777,easy,yes
45801-1004270-1351067-191497-447129-61814-127782-971823,8802-270846-124753-7356-33460-4589-37890-155435,25405-27811-26227-2994-6357-2153-26260-59409,13104-32072-11842-1339-38368-2073-10461-77747,3273-70996-18638-1701-24153-3737-7263-13796,6303-40995-11871-3595-37568-4206-8686-39285,826-48555-4452-1347-26639-3428-4185-11507,1822-32900-6909-1915-9340-3142-3828-13188,easy,yes
55838-1034837-169309-1308932-71804-4284-933622-83068,30859-150504-7705-413952-5054-17154-135764-7760,5504-17809-630-52332-12754-11725-1626-3861,11081-13410-2337-4936-7949-10246-3552-613,6544-5242-1456-49831-1066-23094-8669-3348,9964-3769-4771-33468-8965-42097-32822-5273,8022-2828-1649-41701-6558-32359-32326-790,5139-2312-1449-18051-11932-14746-19501-505,difficult,no
198526-209231-73397-23772-23187-1362407-123629-102655,43064-15290-10571-4048-1924-305065-40592-7571,8387-9547-5774-5410-2829-62278-41009-1308,7124-4038-1491-17893-1342-17009-15632-5216,8460-8002-2361-8380-3804-30992-7300-6085,14858-10974-8144-45150-13262-57693-47041-6007,8998-4568-5224-28766-2701-24512-24389-4803,7503-7191-3223-25776-3721-21768-23021-3699,difficult,no
313557-8636-696-7404-6614-5089-1781308-11981,32571-33769-6266-11831-2302-8518-172150-6261,7845-1055-12782-4163-5974-7398-19015-5973,6667-9830-6015-9809-15110-18258-16470-7062,6989-22359-13995-8206-5345-8943-8255-13373,6937-27538-31478-68693-37063-39936-80383-37571,10559-19332-13688-15035-34650-31814-21598-48486,4654-9329-14734-9348-16565-14864-9609-7558,difficult,no
772760-632096-163693-13553-3284-54389-1758969-227672,185848-106496-44703-3603-8082-31932-67145-13874,12549-44553-5687-1875-3721-29478-15642-1432,5948-19295-7510-2157-4587-4291-18202-6729,8812-19291-3432-4717-7756-1659-39762-3673,13599-47987-4325-6344-52396-16660-69449-7344,11444-34836-1484-7001-11096-5174-12208-5130,2008-31000-568-4405-10068-5476-18909-6695,easy,yes
64452-560277-169401-5192-62575-83839-190356-112518,24349-45537-84841-6045-131748-16374-115300-5983,7144-8084-10338-6847-24840-1839-8811-3543,10084-4173-5454-4485-3432-4294-5372-2317,12712-5008-2518-756-8657-6099-2890-5954,11358-3206-15524-11621-14241-8826-10084-8253,2744-3602-12811-3110-4118-3262-10492-4167,3982-1449-8766-4274-4884-2877-2725-4521,easy,yes
64881-498171-63770-1958925-45196-1817829-805190-151063,8075-358976-13771-133392-34440-49301-293030-14750,2088-103886-5172-55747-3026-40018-33934-8350,437-10394-1670-83360-1012-41815-10008-6268,2871-9041-5360-51771-1686-33148-10984-11569,1092-49038-6653-72064-2770-49375-15538-14339,365-13722-7236-37049-3173-37934-2969-12729,526-4365-6817-15369-1272-33964-10210-3491,difficult,yes
37211-539842-2061881-786960-650661-1657802-2740-907848,18618-67755-15871-268983-160166-155524-3259-22711,3390-15941-2931-16640-80649-16668-4974-10838,6730-21069-28758-20363-19778-21115-8320-15680,5573-7816-12195-15692-11273-15692-7829-9457,7447-12739-18834-86495-42807-47324-10854-11773,8963-9120-9996-51283-19506-26636-8357-6353,2860-4695-6376-27576-11938-29143-1811-2995,easy,yes
219658-1900069-36125-155231-45096-8594-15442-14378,17984-57091-29464-72351-35560-10164-10493-4580,37653-23778-10023-28887-997-2161-6829-4387,23522-23294-14475-15852-4472-1261-8999-5495,12922-18286-4940-14003-2090-3386-8532-7969,5628-25518-11759-103810-13591-7060-87429-43866,2949-19334-13681-51026-3438-3286-22914-47214,4791-8857-5005-46699-4949-3613-25201-29987,difficult,no
