delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
97320-740575-3671-123119-76663-675567-476697-153138,41945-517379-3446-6462-25328-171197-29711-110700,5516-30683-9557-1427-1692-7534-8474-26948,15170-20968-13617-8962-826-29152-22626-31968,4890-14009-30684-4449-2557-10974-23327-35870,7836-40069-88714-15855-29181-75861-23155-32422,5737-19188-13490-4352-5963-45444-17271-31318,1260-12399-17232-2420-3950-36024-8513-28707,easy,no
260830-979807-593768-292802-1810268-903774-799771-152962,47569-412078-14981-463083-81165-32169-182206-352593,3709-23738-14685-60114-16272-26811-62877-47079,48870-104977-6607-17856-11762-32060-20472-37306,27815-55223-9624-29517-8044-22841-15805-34934,19807-58417-8671-17768-8644-11972-31875-58260,22254-59990-3027-41644-4578-6134-30535-58742,12348-48290-2575-11638-2860-6207-25009-17242,easy,no
102742-165594-481914-119278-80396-502328-921160-1681042,8878-32697-220961-9092-44880-99759-53166-269621,3260-7447-66936-2838-21097-10963-5080-43334,23368-2841-107348-5337-22591-19562-2415-74209,9167-2752-29196-8912-51556-9199-6717-23026,42988-11419-87059-9469-38451-11343-5839-46287,11239-7066-41529-7300-44021-9731-11928-53161,37952-3265-52317-5983-23450-10346-5785-13872,difficult,no
180748-795940-333037-148196-207163-18311-93199-42592,38601-85719-98991-10230-45521-5931-209687-36556,3135-8947-20495-4480-14138-2776-1575-8424,2336-40600-6325-7010-9234-31777-27828-8926,3147-7215-10830-81655-37319-22177-20571-33205,12132-62377-10124-61141-34650-51310-26420-29835,3650-85091-10331-27133-33785-23597-13172-12970,4676-15235-5857-27880-41926-13556-32260-14820,easy,yes
652300-1347780-767271-283116-193863-2283962-516017-409467,127789-73288-348154-58878-203457-431680-170351-42319,20504-44334-116434-18511-4055-86470-60781-48830,21290-28726-47205-4595-27644-35180-14276-21704,18482-22260-19140-11848-45893-57223-27711-15923,9288-13646-72793-8815-35781-37399-84306-26937,13545-17957-31533-5971-29453-20066-20250-31477,4730-7703-17518-5717-30107-26600-22335-12372,easy,yes
600578-619688-225415-571589-319004-94792-558814-1678381,7559-201220-68956-50424-169322-130076-56063-339587,10349-16313-18250-8385-7106-3595-16363-88229,14696-64249-4847-11656-13323-33829-78951-20250,10308-35550-16237-20994-22163-30624-54522-43354,9548-48587-9617-40254-69888-14284-17030-30406,7569-41226-5833-19807-19971-27864-12521-23897,3685-17474-8759-34596-24056-11753-11002-21852,easy,yes
189907-74642-74040-126403-1425967-58270-537562-707217,21660-40124-48670-44384-109222-35720-136904-52987,13477-5119-3877-29530-50448-3336-13991-16687,2776-10111-8597-18270-121522-5791-39701-15564,5661-3358-12076-93915-25655-3134-34379-18146,3080-18400-5553-31840-19761-8719-60813-15186,3895-10988-3453-14599-20199-3427-24262-17790,1026-3900-6487-23537-6943-6048-21367-3310,easy,no
2925700-293715-421077-49487-369736-140810-637618-254400,144658-156819-11539-49273-117967-64501-87817-26335,44747-19323-5918-8501-24975-12086-7624-11400,62477-36844-7746-3762-15467-16629-12719-7358,58075-41896-4478-4183-4504-33644-16243-5433,43459-22779-35769-18717-22050-76302-8705-6096,26080-13496-10576-13601-5735-10136-3260-4357,9902-10477-3924-4279-8542-23110-6355-2566,difficult,yes
119173-338276-935424-282849-42293-112924-672911-597681,61453-125498-95042-15298-28547-97153-317841-164302,697-18944-6169-1753-18152-28293-11372-16653,26873-36450-34080-1350-19176-33167-11843-63104,52019-67670-31931-2598-24030-73474-35503-26626,15858-18298-46115-1596-35897-72107-46179-20878,11096-11672-42689-970-16478-10259-42737-26808,9435-12169-13392-621-11921-18375-18449-30215,easy,no
1050659-249278-451093-24439-46452-977574-54341-268780,82940-100479-140029-5566-41198-22510-61313-40511,11151-2534-5014-14936-25672-5112-16299-1435,12142-11245-7071-28888-13149-5297-49563-9090,8964-7561-2764-26143-14893-2571-18134-4692,10830-10190-7834-82467-80967-22550-56846-10609,6747-7201-9536-47005-23836-11448-22177-2785,6071-7125-11713-13983-9070-1963-11499-6284,easy,no
