delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
291799-26947-438903-1307473-166229-21802-98776-30894,57979-74028-98405-35799-30969-38708-13284-39983,4213-14358-33852-3622-5478-15745-2514-2827,15956-891-22685-4869-2968-10859-3830-5097,15769-3253-9774-6948-4552-5106-5855-13071,53810-20019-16420-4072-8381-29948-7722-34601,21565-11720-13125-5123-4347-9576-7967-13214,17315-18101-15900-2582-4165-15279-3572-9735,725307-36132-49226-9974-106539-24674-4094-1546340,419188-37238-10032-55995-30179-30949-18182-12252,80723-3503-16319-10253-2660-9490-1605-7708,13929-9290-2521-1782-2550-4087-8591-6805,17677-13133-6637-12418-1443-3253-2832-13883,48672-63831-8261-42828-6122-43300-52309-42284,25928-15926-2423-10138-3521-7664-5646-19313,28997-15700-7365-18602-1972-18285-13513-9562,easy,yes
114629-721714-12255-126879-101538-2827-2181-687516,40068-189346-28658-24725-16674-8267-16954-115108,20678-26682-6843-2165-9214-11455-5110-24167,3373-19016-4952-1006-1346-7525-6891-49610,2793-8517-7388-1248-2907-7035-15121-17026,8072-24338-26193-2670-10385-36343-22478-25534,4244-31844-12190-790-9707-8683-7193-9075,2713-12283-12573-414-1400-10511-16724-11046,easy,yes
27207-294442-68632-587950-198860-227618-10204-967844,12079-43571-41461-73721-75701-17006-42550-131174,30001-3500-4156-20243-48220-1971-22369-5902,6808-2543-25414-15380-60587-720-19915-5859,17413-1665-9236-4587-24630-1848-10936-10272,34436-4725-48426-17148-32886-5656-28045-22886,13812-5992-17507-11254-103763-8884-8457-22036,12296-1862-9625-12810-14781-3275-10392-4428,easy,yes
39378-25891-5863-3192-484526-78298-30294-16554,47796-35358-2873-11172-229808-36944-44757-14833,19449-15760-4022-7789-54002-4249-8216-3877,3604-9990-4385-7831-130235-9304-14541-4610,3595-4818-8960-3973-23068-18614-8780-9506,6972-33055-18358-17648-33737-45905-26228-14726,5714-21314-26548-6975-54471-14105-16082-13471,2372-6102-7803-21090-88482-18824-17296-12434,easy,yes
21793-1578318-60069-176840-8255-7184-93509-116687,20585-223260-37558-39533-19586-24067-70802-80895,5496-18099-8380-2560-3832-16846-665-27994,15176-20362-8597-978-11084-9192-799-10334,8779-11440-3664-2252-25535-15288-6377-9507,44654-22201-4751-6376-11286-41400-3616-29953,8163-24543-2484-3518-20391-16841-2946-11770,17253-11563-4091-2341-7144-10429-4617-29240,easy,no
4745-36683-88862-256764-1008908-1483017-212552-590869,5793-15495-76580-66127-24378-142125-7174-85773,6142-995-2355-9360-15627-117846-2034-40233,8197-4891-8697-33827-1037-31106-3602-12071,12092-2422-13562-31332-10195-27696-6958-33009,42560-9747-4718-22032-4334-34134-5442-13134,12859-1672-8492-8245-3079-19891-2973-9670,23313-4003-2923-15552-3288-10096-4045-23373,easy,no
130659-1364107-61475-78997-81767-71476-5924-2048038,65696-29256-35962-5663-52053-24531-12922-34123,9444-16666-5348-538-4659-8918-3010-3440,1052-11764-5548-1605-2511-22999-13072-6815,13612-22787-5857-1153-1936-14289-1927-3088,3702-17595-8304-10483-8031-63496-49618-23528,4365-13583-5108-1878-4425-17390-11556-11891,1653-4399-3267-2950-1946-12394-15033-13287,difficult,no
1610640-1493573-62250-512107-121728-274853-449454-49064,257451-20724-9875-37082-38341-14826-45900-13066,69774-13718-8910-64837-27913-7406-38251-12340,103982-4005-4019-64455-15726-8068-21505-11204,8819-24612-1607-35423-12156-6426-25591-2025,32757-16830-7192-8340-27683-3743-6369-2350,20932-21007-4371-28157-13718-2658-14745-4292,14740-18909-2478-13899-14076-2393-6511-3344,easy,no
110132-189385-9721-362869-1553923-546902-28977-15656,47224-15955-5613-41430-192028-45261-30879-8755,2700-1194-9778-12591-35919-13780-14512-7480,1259-3223-18052-6951-58722-10606-10668-10450,3994-1643-20494-9441-40214-10538-5414-5821,5594-3270-5841-5470-44931-20786-5625-41053,3028-2920-29572-4011-14897-17267-5541-16662,2847-2776-5735-2385-11245-4314-4888-10124,easy,no
191608-66948-938238-27852-299325-25903-37221-11586,202363-50842-274578-25521-19495-14032-7150-24821,16175-12263-18335-2637-5290-23743-12079-10873,43832-11335-18252-2504-1383-7364-4855-25383,13279-2735-52871-11670-2986-17955-11655-16452,28579-6847-28658-37411-7550-35645-20851-26476,4947-6366-16215-7335-3898-24624-19537-28501,11672-4441-9201-12069-3417-11594-6631-7922,easy,yes
