delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
137047-84179-34654-357422-752331-107969-22000-259659,6525-25979-18938-41757-57960-68005-16485-69577,3847-4640-6749-52431-5584-5342-3756-3624,1016-23483-23152-23939-40914-5254-14359-4066,2241-13511-5520-50737-9556-24004-11080-1131,964-23939-7829-13264-12460-11801-6525-3058,1739-22418-8441-5808-14284-5006-7998-1342,510-5499-2233-6754-6488-3966-5365-2236,57040-30306-317872-192419-116654-18085-159169-22982,58116-16549-27592-72100-54726-11246-47939-24297,14317-317-4641-11772-41784-3290-7203-8503,9019-486-4748-4085-26849-17953-17177-20580,4569-192-2824-8221-12506-8031-13039-5795,6224-1026-7604-4126-28782-7232-7214-3813,3962-1043-2889-6026-15181-8508-5481-3032,5067-1026-2027-3132-3912-6261-3236-8251,easy,yes
227484-688875-302401-449732-115861-26536-10140-104167,902923-96766-22842-125445-49240-17802-45906-55142,199646-3971-20335-60591-1014-23525-7880-12568,35262-18544-4543-12679-29342-10102-12183-9557,55518-7897-1469-45673-10597-3105-10301-11347,89582-24224-6608-26085-21621-10671-13073-7064,37149-6286-13308-29557-8337-16290-12327-4346,25500-7920-5437-15225-10982-12002-5727-6965,difficult,no
296370-66607-302004-935966-118336-650828-253697-174670,47048-9007-19984-162941-29619-119139-59479-13649,8158-1950-24918-14641-4205-32596-845-6915,3888-2288-64515-22876-3639-20496-11350-3346,1276-3629-26128-5022-2481-16182-7852-2562,3361-1850-42924-17207-9562-15728-5821-5382,2497-590-16794-12317-2844-15464-4098-3025,2639-797-3753-15472-8107-9840-7694-2929,difficult,yes
343389-604091-310120-1082476-416806-236691-96554-18990,255031-98704-41030-43623-6848-30471-11765-18921,19212-20031-5638-18077-13137-2572-11773-3467,10631-25540-9875-12232-2637-1674-29399-14795,9947-10253-7677-6611-6917-4169-10448-8785,18005-4999-9251-3287-6392-5101-27284-17403,4749-5655-3759-2545-2633-3182-17016-16342,3016-2660-2851-1442-2690-5836-15992-11103,difficult,yes
155401-1249554-14853-1205226-56208-44433-190825-614278,167385-21308-4576-62012-34813-86044-180462-55902,21324-871-7130-20076-4408-10821-1618-8274,6526-3955-8606-40908-1915-8444-5053-13830,2357-4784-12413-14923-2415-5485-5361-16499,10394-1672-20839-16606-4851-20325-8470-37297,5833-1874-5914-20045-3747-16518-8366-12022,2141-767-7146-11154-1153-17688-2396-14210,easy,no
443481-985510-1301826-1669421-60629-134302-291338-1567910,122346-133200-598976-48631-20492-10054-75993-92037,16376-19945-27406-3979-6202-20862-16020-13009,22166-26177-56333-10196-4401-6008-22794-13613,17495-10966-54925-6819-13764-5320-9013-23518,13985-14930-23087-7574-7112-8427-10839-25098,13382-13254-41534-7976-7365-6644-19387-12647,3801-11863-23507-7304-4504-4107-13323-8708,easy,no
86678-868959-116512-288310-1227777-118456-386128-12279,222215-526965-83643-166384-685315-74484-60477-11084,39645-37097-13766-65844-72921-32969-12217-33549,17429-63948-7563-5234-30371-11868-15344-9058,95974-53931-6602-31523-32403-23782-6886-4780,82061-12744-11740-25490-36212-16361-16545-6083,24844-46712-19797-25035-26098-23257-9262-6750,23105-28024-12177-16657-21775-11242-5434-2956,difficult,yes
189428-240778-344123-131431-560821-91508-72128-188833,29873-359466-14762-28465-59863-54308-25497-65702,2887-6227-582-26231-62429-25013-13181-5696,2210-50941-2224-13580-7113-19407-8895-6413,1881-32138-1501-3500-44218-17000-2719-5634,1597-29988-2319-4916-16755-17394-8073-7061,3618-26051-2186-8036-22269-30056-4011-4998,5150-16808-1085-8059-19587-10621-3043-8720,difficult,yes
101638-57616-481305-154086-3201481-487107-1553112-187409,60411-7810-341767-46144-98446-18955-249134-84048,14163-1749-292359-20972-21027-3915-17058-54457,7488-2051-22040-9749-62548-5905-20341-11306,8844-1053-37027-3729-26522-8482-13891-21027,8041-2590-45100-4912-33594-3431-38238-9886,3673-2203-60833-6981-29818-4466-23690-14973,7825-2089-25232-2443-18133-4382-11769-11166,difficult,yes
1013465-741743-703914-275027-1261662-219400-229453-803262,23042-55041-97968-185085-203900-20169-3948-1175926,38687-2522-104897-38892-6225-8428-2196-82534,13915-11882-46747-5644-25979-908-810-34996,4944-30268-16975-10346-22999-7394-736-10991,12500-6797-12520-16842-12309-2926-3630-31984,10243-2502-6740-7806-20464-1214-1372-22868,5913-4760-21797-11244-12515-1820-2946-18184,difficult,yes
112191-874535-152292-41707-798707-107020-47955-98856,148346-168804-87072-5607-105593-70931-58694-20852,14028-55868-7783-10093-11837-43818-12331-536,41270-26139-5112-3927-1722-26707-17709-815,73888-20753-9422-1468-4113-8680-20489-1739,29290-19242-5893-1691-7034-13530-22140-2616,16258-17596-7838-1420-4434-14016-11821-1350,9939-25472-4544-2039-5120-23810-3749-481,easy,yes
224710-51344-81885-605729-858571-611273-406985-739265,22045-29004-178847-40361-86011-72785-538521-68799,4574-3773-20107-6571-10727-1216-58401-29264,2155-7947-27855-5375-37430-60226-35426-85681,1618-26851-30691-11206-7554-15408-47388-27734,734-32102-24234-13435-41539-7198-27151-19441,379-39478-19885-4671-54150-4311-24864-16297,384-24593-65618-5373-9143-3404-28129-11233,easy,yes
1731351-1680839-2019586-353401-1997941-68943-1900688-751658,552030-211401-404836-120182-462882-19324-1149722-86067,39093-569270-256052-25720-456622-3446-39471-50645,89118-57136-69510-27592-213942-4017-174354-23120,53293-68590-31561-12480-52201-2218-66209-29988,59281-89106-93440-39912-59923-1364-142783-48279,127080-87943-108742-24234-50204-1505-153620-42116,25356-80021-29010-16337-59541-861-86045-16766,difficult,yes
599988-1043413-1169526-2007607-1157165-419354-2230441-696147,288017-21031-14565-1654349-144193-36928-189567-897852,45207-6438-8261-75775-53548-43090-52654-25797,18977-9728-14733-24838-14043-35182-56639-35103,17514-5493-14501-73058-28409-33983-34610-17731,68391-12788-13015-172609-6850-21230-19975-15132,52070-5553-8769-94528-24590-39860-31510-26894,18410-4259-3190-54806-12082-12895-31546-7996,difficult,yes
1221147-2584791-2077411-1271823-938523-1449494-54919-1490840,591563-464729-64723-78801-178723-85516-24802-234898,35358-110410-26090-5959-41091-45015-6240-58676,64557-22111-12287-5284-17867-37607-2772-25269,43192-24808-7075-6271-5895-42726-3461-16304,60541-45363-10299-14834-11165-23653-2308-30549,57214-50729-16350-7223-11334-18733-1941-72691,39833-33854-12535-7036-6295-35095-1752-15430,difficult,no
474579-1631717-1455048-1309819-744065-3078319-1232071-302885,49287-1476553-61587-234774-66320-84554-57463-44287,35512-362071-19329-13235-28793-11970-11924-4464,10068-290589-41025-29959-10758-25851-6430-10047,5446-338171-20068-11159-11203-14342-12273-6632,9444-130781-10987-13844-6195-11029-11751-2989,7205-133676-21689-8362-9134-8199-10674-2907,11790-128104-9246-23953-7023-13609-7611-2896,easy,yes
786424-106037-509571-1552306-1579556-1523780-87972-3150382,329575-28226-397661-230550-216147-223957-15037-318336,17936-5657-24258-52393-20606-48409-1617-67918,17130-15474-85671-50726-12553-25209-3199-44174,5744-21333-33374-25648-10495-10451-1052-32729,15276-7284-41948-37655-13457-23735-4921-16028,36356-4478-59597-16199-15270-12536-2956-25951,20318-3447-20801-17266-15379-14728-1626-21660,difficult,yes
1116580-756602-877344-1055429-593452-1583490-1712551-988959,16646-208765-102420-257703-40542-581452-32389-125437,11000-18334-7455-5961-296-124462-12730-34928,3771-32785-15167-13642-12713-47160-5905-6181,7136-11405-3961-40974-2767-63720-2013-8962,5159-12017-2745-13303-5855-30095-4078-15236,1965-28724-5549-9767-7437-45761-4535-18553,3822-14148-3297-12412-2480-20372-4396-2782,easy,yes
1059247-1178744-119997-473103-683111-492810-604592-157880,112499-97672-22569-12984-37909-82623-509832-138553,27544-84118-14147-11229-9087-14150-42481-51477,24274-50291-15436-11601-6639-25592-48923-24925,15291-44839-4472-2691-9313-25604-42535-13723,33778-26620-7841-4473-5342-10611-43927-16683,18534-24752-6691-6448-4788-8007-11538-13629,8964-21900-3723-2757-3901-5017-5330-2441,easy,yes
655174-1694318-1621079-1859383-427713-516547-1073162-908893,31108-347082-152717-163528-14280-684053-79098-812842,24140-358407-11056-14699-13705-45676-9042-68274,7763-41454-18596-7903-1333-4233-7940-17743,7983-106452-10263-20053-4591-39961-5645-99291,13083-101364-13407-29518-3787-34722-14418-21374,9268-27021-4902-10553-2531-40132-6217-19482,2994-23928-7245-5878-758-20601-3983-11442,difficult,yes
224920-153517-168859-208339-62700-25615-932528-452703,11976-92084-8999-26314-4852-48383-38519-22363,3293-11699-500-2916-338-3746-46339-32179,9897-8635-4165-5175-6931-1336-26919-34330,1554-24524-5320-4873-4174-2606-16700-6829,4371-26899-10680-7058-9003-1765-14578-30033,5168-14090-4277-4678-8665-786-11249-19352,6147-21775-4117-3742-4128-502-15005-22402,easy,yes
1469727-1417309-1254541-683385-1333329-188034-360542-143737,175106-82913-642972-16087-54886-54263-88002-16897,11863-14151-64597-10614-9174-20233-8990-1348,22103-30940-37146-13775-9573-20894-6413-5620,66200-32935-91654-20967-7982-15210-3759-6713,48249-18125-89394-11985-13052-29854-8158-8728,29650-17470-37185-10269-9029-31277-8027-5137,62340-7928-22967-8345-4733-66131-6611-5382,difficult,yes
338611-948977-488564-6978-6978-70805-70805-2368226,25086-175404-124227-20097-20097-17273-17273-672503,12079-81353-8477-3935-3935-10277-10277-34878,5159-32498-24838-11667-11667-1822-1822-78671,5565-14893-25156-15433-15433-22514-22514-147023,4677-20547-35228-15445-15445-27823-27823-134947,3539-9731-26205-22990-22990-9013-9013-39889,3019-24207-11075-4737-4737-12320-12320-14951,difficult,yes
