delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
474575-1128918-420646-308210-1408660-205810-1672768-1017587,100834-350976-37893-104707-318550-155000-151176-139809,60645-167961-35283-21391-66667-18679-32990-16231,45555-50440-53455-12412-107613-22757-36910-9092,15184-161865-27568-12802-156677-11109-42763-16666,35981-89700-29367-14074-98335-7386-32493-17234,6515-19687-28561-5847-56490-7992-10225-10355,8180-16853-10544-15687-26093-3803-11039-3693,easy,yes
1222915-606345-560282-643601-1307875-164698-1515512-2093558,1126032-53673-16859-23128-144413-113661-292275-854188,83510-14128-5480-7902-17424-25112-45800-34392,32928-16318-2458-8480-67443-24285-98654-97496,39831-8763-4646-3794-5887-21403-15749-113285,25075-8371-2523-11579-26189-27441-33330-97371,27004-2600-2307-2335-52221-13628-55204-50692,26211-1137-1614-4859-24551-12541-26406-19296,easy,yes
534782-1062054-511450-105412-139974-426138-833147-836493,215065-154325-125401-13809-16338-106922-19089-39709,14660-43638-27153-4315-18851-21425-4400-16235,42158-42704-10675-9654-16451-17865-6274-19567,39640-34521-31918-16373-4349-9937-8670-23355,45744-31451-44867-4980-5610-14085-8068-10056,33099-10258-35821-2685-3565-8487-2653-7087,16135-6542-12543-1652-1700-5224-702-2688,easy,yes
1033892-88668-842212-963621-1130686-130256-1601387-234709,205210-42934-141779-97145-71726-21786-446437-24026,10807-5396-28840-39361-12631-5086-289557-2198,31313-5444-13802-49180-6110-8118-224734-3629,34093-2123-67003-58963-12789-13808-120472-3221,30059-2307-24547-77002-7710-9125-114824-2079,9273-2057-12662-8012-5323-1870-46883-1047,6786-928-3995-14829-4391-2878-41062-1402,difficult,yes
2189972-2282284-70064-1095102-868822-662385-848386-279724,1219994-145822-22575-129148-73302-162136-481061-85058,248865-147390-8588-6661-23783-32918-121811-11316,91111-407638-3786-35549-14700-28532-47385-28724,106896-257346-1045-52528-16980-50752-104569-6743,87101-252982-2810-43200-11132-39414-99186-16728,23523-37565-2478-22977-10557-15521-46233-5701,11501-8559-983-8815-8153-7319-15178-8026,difficult,yes
59860-653316-80395-1144040-386174-560413-1996149-175479,19420-177776-50166-231891-857803-36124-180446-25869,1583-44251-12695-220037-126109-3144-25292-4678,1963-9584-5630-123566-164053-1532-29429-4461,1202-32622-8964-145246-237622-2108-89366-5144,2034-32859-4980-86069-204774-2089-49770-7979,1185-6248-5312-55139-45143-1441-7458-1951,842-2874-5278-17157-21719-795-9746-2953,easy,yes
529336-506855-598811-570693-1892505-2624801-1464886-1074968,87811-509909-401421-19443-94193-799612-860409-1005544,51422-137866-197841-12954-58460-138373-149577-95293,107402-97249-108738-6962-49696-184382-103536-88455,121572-88114-123959-39705-135999-147482-130778-214362,95038-105973-88102-16135-71838-79982-100410-108382,33685-19529-36325-16434-53779-48858-38693-26105,11360-5825-8427-3779-10214-21592-37866-38451,easy,no
1903808-283186-774311-94858-1955597-543268-1520556-364084,235355-139399-111552-12701-239781-52745-75693-50425,50660-37018-2348-7585-147254-26589-21222-8560,212167-5919-11211-3161-2464-21955-64347-11543,105365-48385-11668-4668-37665-20555-36533-13079,98055-19124-6388-2161-20638-19933-29084-6975,60931-10444-3929-4542-11497-8502-16758-1554,62417-6503-2916-1349-11147-4205-3950-1803,difficult,no
1616780-927276-1541773-1139934-569615-3362766-964940-737031,88756-331990-188931-143493-11336-528086-868663-134915,75953-43190-210556-82261-10142-252715-135816-79232,72167-91029-152550-113988-7936-60833-69584-26331,106407-36467-149835-38867-1815-85982-57944-36552,80219-48134-72613-89022-3070-41995-118759-31538,71927-50584-30276-17058-1474-64697-42604-41790,18554-21914-29520-17858-1988-35338-41735-33077,easy,yes
615556-509154-67157-694479-367350-3337859-419307-1406217,19851-91219-5570-107049-13289-341254-37432-173264,11434-34974-2501-56028-6313-153577-2201-451244,17129-12447-2986-67119-5226-98805-17861-136953,1093-18342-2841-17941-2885-83571-9535-135667,7679-17306-1313-18194-2050-99565-12936-75348,9700-8938-1411-4267-1340-24643-5037-101594,8941-11318-1253-3614-1370-19434-8605-39862,difficult,no
